Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
RNF5,Ring Finger Protein 5,Protein Coding,Q99942,47,GC06P104125,2.566250801,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF5
PABPC1,Poly(A) Binding Protein Cytoplasmic 1,Protein Coding,P11940,49,GC08M100685,2.565073967,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC1
CTSL,Cathepsin L,Protein Coding,P07711,54,GC09P087725,2.564848661,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL
TUBB,Tubulin Beta Class I,Protein Coding,P07437,56,GC06P104078,2.564168453,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB
FBXW7,F-Box And WD Repeat Domain Containing 7,Protein Coding,Q969H0,52,GC04M152321,2.56371069,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7
MYCBP2,MYC Binding Protein 2,Protein Coding,O75592,45,GC13M077044,2.560891151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCBP2
NPM1,Nucleophosmin 1,Protein Coding,P06748,57,GC05P171387,2.558693409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1
APAF1,Apoptotic Peptidase Activating Factor 1,Protein Coding,O14727,54,GC12P098645,2.558366537,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1
XPO1,Exportin 1,Protein Coding,O14980,54,GC02M061445,2.55832386,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1
RAB13,"RAB13, Member RAS Oncogene Family",Protein Coding,P51153,42,GC01M153981,2.557985067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB13
MIAT,Myocardial Infarction Associated Transcript,RNA Gene,,27,GC22P026646,2.557082176,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT
OLR1,Oxidized Low Density Lipoprotein Receptor 1,Protein Coding,P78380,49,GC12M024903,2.55684948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLR1
DAXX,Death Domain Associated Protein,Protein Coding,Q9UER7,50,GC06M033318,2.551862955,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAXX
MAVS,Mitochondrial Antiviral Signaling Protein,Protein Coding,Q7Z434,46,GC20P004927,2.551420212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAVS
DLEU2,Deleted In Lymphocytic Leukemia 2,RNA Gene,,26,GC13M049913,2.549078226,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU2
MIR335,MicroRNA 335,RNA Gene,,22,GC07P130496,2.544490099,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335
MAGEA6,MAGE Family Member A6,Protein Coding,P43360,40,GC0XM152766,2.544404268,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA6
BECN1P2,Beclin 1 Pseudogene 2,Pseudogene,,6,GC06P071075,2.540348768,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1P2
CDK1,Cyclin Dependent Kinase 1,Protein Coding,P06493,55,GC10P060772,2.539848566,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1
BANF1,BAF Nuclear Assembly Factor 1,Protein Coding,O75531,49,GC11P066002,2.539481163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1
SYT11,Synaptotagmin 11,Protein Coding,Q9BT88,46,GC01P155859,2.536204815,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT11
SYNPO2,Synaptopodin 2,Protein Coding,Q9UMS6,44,GC04P118850,2.536204815,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO2
UBE3C,Ubiquitin Protein Ligase E3C,Protein Coding,Q15386,48,GC07P157138,2.536200047,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C
EEF2K,Eukaryotic Elongation Factor 2 Kinase,Protein Coding,O00418,53,GC16P046646,2.533334255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K
TRIM22,Tripartite Motif Containing 22,Protein Coding,Q8IYM9,46,GC11P005689,2.53310585,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22
BMF,Bcl2 Modifying Factor,Protein Coding,Q96LC9,44,GC15M040087,2.531784058,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMF
SNHG16,Small Nucleolar RNA Host Gene 16,RNA Gene,,22,GC17P076544,2.530840158,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG16
COPB1,COPI Coat Complex Subunit Beta 1,Protein Coding,P53618,48,GC11M014436,2.530673742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB1
USP30,Ubiquitin Specific Peptidase 30,Protein Coding,Q70CQ3,44,GC12P109027,2.527134657,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP30
YWHAH,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Eta,Protein Coding,Q04917,53,GC22P031944,2.522653818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAH
MFF,Mitochondrial Fission Factor,Protein Coding,Q9GZY8,46,GC02P227325,2.510176897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFF
MIR375,MicroRNA 375,RNA Gene,,23,GC02M219001,2.506987095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR375
MAP3K7,Mitogen-Activated Protein Kinase Kinase Kinase 7,Protein Coding,O43318,58,GC06M090513,2.503463268,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7
RAB14,"RAB14, Member RAS Oncogene Family",Protein Coding,P61106,46,GC09M121178,2.502119541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB14
MMP14,Matrix Metallopeptidase 14,Protein Coding,P50281,58,GC14P038444,2.500063181,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14
VAPA,VAMP Associated Protein A,Protein Coding,Q9P0L0,49,GC18P009904,2.498625994,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPA
SNHG6,Small Nucleolar RNA Host Gene 6,RNA Gene,,22,GC08M066921,2.49825716,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG6
STX5,Syntaxin 5,Protein Coding,Q13190,48,GC11M062806,2.497505665,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX5
ACTB,Actin Beta,Protein Coding,P60709,56,GC07M005527,2.497457027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB
MIR193A,MicroRNA 193a,RNA Gene,,22,GC17P031559,2.493562698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A
ANXA5,Annexin A5,Protein Coding,P08758,53,GC04M121667,2.491489887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5
UBE2D3,Ubiquitin Conjugating Enzyme E2 D3,Protein Coding,P61077,51,GC04M102794,2.489795208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D3
TRAP1,TNF Receptor Associated Protein 1,Protein Coding,Q12931,50,GC16M010658,2.48954916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAP1
PCNA,Proliferating Cell Nuclear Antigen,Protein Coding,P12004,57,GC20M005114,2.488118887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA
BHLHE40,Basic Helix-Loop-Helix Family Member E40,Protein Coding,O14503,47,GC03P004980,2.488118887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40
LAMTOR3,"Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 3",Protein Coding,Q9UHA4,46,GC04M099878,2.488118887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR3
TUBA8,Tubulin Alpha 8,Protein Coding,Q9NY65,52,GC22P018110,2.485534906,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA8
MIR106A,MicroRNA 106a,RNA Gene,,21,GC0XM134379,2.484838009,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A
CASC8,Cancer Susceptibility 8,RNA Gene,,18,GC08M133872,2.482221842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC8
PCAT2,Prostate Cancer Associated Transcript 2,RNA Gene,,18,GC08M127072,2.482221842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT2
PEA15,Proliferation And Apoptosis Adaptor Protein 15,Protein Coding,Q15121,48,GC01P160205,2.481508017,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEA15
CALR,Calreticulin,Protein Coding,P27797,58,GC19P012938,2.480823517,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR
MIR146A,MicroRNA 146a,RNA Gene,,25,GC05P160485,2.474800348,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A
GRAMD1A,GRAM Domain Containing 1A,Protein Coding,Q96CP6,40,GC19P083142,2.473652124,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRAMD1A
ACIN1,Apoptotic Chromatin Condensation Inducer 1,Protein Coding,Q9UKV3,48,GC14M023058,2.473201752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACIN1
FLNC,Filamin C,Protein Coding,Q14315,52,GC07P128830,2.470678806,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC
NCOA4,Nuclear Receptor Coactivator 4,Protein Coding,Q13772,46,GC10M046005,2.469350815,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA4
SNX30,Sorting Nexin Family Member 30,Protein Coding,Q5VWJ9,40,GC09P112753,2.468922853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX30
BMI1,"BMI1 Proto-Oncogene, Polycomb Ring Finger",Protein Coding,P35226,49,GC10P022326,2.468749523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1
RAB24,"RAB24, Member RAS Oncogene Family",Protein Coding,Q969Q5,42,GC05M177301,2.468545675,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB24
TNFSF11,TNF Superfamily Member 11,Protein Coding,O14788,56,GC13P042562,2.46514535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
ITGA3,Integrin Subunit Alpha 3,Protein Coding,P26006,55,GC17P050055,2.461714745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3
EPHA3,EPH Receptor A3,Protein Coding,P29320,53,GC03P089077,2.456842661,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3
DYNC1I1,Dynein Cytoplasmic 1 Intermediate Chain 1,Protein Coding,O14576,47,GC07P095772,2.456641197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I1
SETD2,"SET Domain Containing 2, Histone Lysine Methyltransferase",Protein Coding,Q9BYW2,54,GC03M047033,2.456200361,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2
MIR146B,MicroRNA 146b,RNA Gene,,24,GC10P102436,2.454651117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B
ERBB4,Erb-B2 Receptor Tyrosine Kinase 4,Protein Coding,Q15303,61,GC02M211375,2.450890541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4
PON3,Paraoxonase 3,Protein Coding,Q15166,51,GC07M095359,2.450890541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON3
PRPH,Peripherin,Protein Coding,P41219,50,GC12P050424,2.450890541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPH
SCAF4,SR-Related CTD Associated Factor 4,Protein Coding,O95104,43,GC21M031671,2.450890541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF4
TROAP-AS1,TROAP And PRPH Antisense RNA 1,RNA Gene,,17,GC12M050442,2.450890541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TROAP-AS1
DNAJB1,DnaJ Heat Shock Protein Family (Hsp40) Member B1,Protein Coding,P25685,51,GC19M014514,2.446751595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1
HSPA9,Heat Shock Protein Family A (Hsp70) Member 9,Protein Coding,P38646,54,GC05M138554,2.446647644,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA9
LDHA,Lactate Dehydrogenase A,Protein Coding,P00338,57,GC11P018394,2.441291332,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA
MIR181A1,MicroRNA 181a-1,RNA Gene,,21,GC01M198860,2.440757751,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1
RPS3,Ribosomal Protein S3,Protein Coding,P23396,50,GC11P079380,2.436645269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3
VPS29,VPS29 Retromer Complex Component,Protein Coding,Q9UBQ0,46,GC12M110491,2.436380148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS29
IL4,Interleukin 4,Protein Coding,P05112,53,GC05P132673,2.435825825,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4
ARG2,Arginase 2,Protein Coding,P78540,52,GC14P067619,2.434938431,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG2
PSMB8,Proteasome 20S Subunit Beta 8,Protein Coding,P28062,57,GC06M032840,2.431353092,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB8
HDAC5,Histone Deacetylase 5,Protein Coding,Q9UQL6,55,GC17M044076,2.431353092,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC5
S100A4,S100 Calcium Binding Protein A4,Protein Coding,P26447,52,GC01M153543,2.430486202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4
CREG1,Cellular Repressor Of E1A Stimulated Genes 1,Protein Coding,O75629,45,GC01M167498,2.428165436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREG1
P4HB,Prolyl 4-Hydroxylase Subunit Beta,Protein Coding,P07237,56,GC17M081843,2.426830053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB
PHAF1,Phagosome Assembly Factor 1,Protein Coding,Q9BSU1,39,GC16P067110,2.424767733,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHAF1
PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,2.421551943,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
MIR494,MicroRNA 494,RNA Gene,,19,GC14P112755,2.420650482,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494
MALT1,MALT1 Paracaspase,Protein Coding,Q9UDY8,54,GC18P058671,2.418064356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALT1
NDRG1,N-Myc Downstream Regulated 1,Protein Coding,Q92597,52,GC08M133237,2.418064356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1
SPARC,Secreted Protein Acidic And Cysteine Rich,Protein Coding,P09486,56,GC05M151661,2.407297373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC
EPHB3,EPH Receptor B3,Protein Coding,P54753,54,GC03P184561,2.407297373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB3
EP300,E1A Binding Protein P300,Protein Coding,Q09472,60,GC22P052546,2.406662464,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300
LRRC25,Leucine Rich Repeat Containing 25,Protein Coding,Q8N386,42,GC19M018440,2.405325651,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC25
CASC2,Cancer Susceptibility 2,RNA Gene,Q8IU53,29,GC10P118046,2.401596546,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC2
DEPDC5,"DEP Domain Containing 5, GATOR1 Subcomplex Subunit",Protein Coding,O75140,49,GC22P031753,2.40153718,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC5
RAB38,"RAB38, Member RAS Oncogene Family",Protein Coding,P57729,46,GC11M109795,2.39956522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB38
ATP6V1A,ATPase H+ Transporting V1 Subunit A,Protein Coding,P38606,52,GC03P113747,2.396819592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A
IFNL2,Interferon Lambda 2,Protein Coding,Q8IZJ0,41,GC19P039268,2.394922972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2
SNX4,Sorting Nexin 4,Protein Coding,O95219,40,GC03M125446,2.390185118,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX4
RAN,"RAN, Member RAS Oncogene Family",Protein Coding,P62826,50,GC12P130874,2.387721062,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAN
TFE3,Transcription Factor Binding To IGHM Enhancer 3,Protein Coding,P19532,51,GC0XM049028,2.387234688,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFE3
PTRH2,Peptidyl-TRNA Hydrolase 2,Protein Coding,Q9Y3E5,50,GC17M059674,2.386111498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTRH2
BCL2L10,BCL2 Like 10,Protein Coding,Q9HD36,45,GC15M134010,2.386111498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L10
TCP1,T-Complex 1,Protein Coding,P17987,49,GC06M159778,2.385432243,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1
EEF2,Eukaryotic Translation Elongation Factor 2,Protein Coding,P13639,55,GC19M003976,2.385356903,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2
HNRNPK,Heterogeneous Nuclear Ribonucleoprotein K,Protein Coding,P61978,52,GC09M102850,2.382857561,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPK
BMPR2,Bone Morphogenetic Protein Receptor Type 2,Protein Coding,Q13873,57,GC02P202376,2.382021427,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR2
BCL2L2,BCL2 Like 2,Protein Coding,Q92843,49,GC14P038703,2.382021427,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2
GOLGA2,Golgin A2,Protein Coding,Q08379,48,GC09M128255,2.380752087,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2
TUBB2A,Tubulin Beta 2A Class IIa,Protein Coding,Q13885,53,GC06M003153,2.378398418,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2A
CASP14,Caspase 14,Protein Coding,P31944,53,GC19P015049,2.372877598,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP14
NQO1,NAD(P)H Quinone Dehydrogenase 1,Protein Coding,P15559,54,GC16M069706,2.37176013,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO1
MIR373,MicroRNA 373,RNA Gene,,22,GC19P083882,2.371201038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR373
CASP4,Caspase 4,Protein Coding,P49662,53,GC11M104942,2.368518829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4
TLR2,Toll Like Receptor 2,Protein Coding,O60603,58,GC04P153684,2.367120743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2
COPZ1,COPI Coat Complex Subunit Zeta 1,Protein Coding,P61923,46,GC12P054301,2.366205692,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPZ1
CCT8,Chaperonin Containing TCP1 Subunit 8,Protein Coding,P50990,47,GC21M029055,2.365294456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT8
SH3BGRL,SH3 Domain Binding Glutamate Rich Protein Like,Protein Coding,O75368,42,GC0XP081201,2.362840652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BGRL
CCT2,Chaperonin Containing TCP1 Subunit 2,Protein Coding,P78371,49,GC12P069585,2.361707211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT2
SNHG5,Small Nucleolar RNA Host Gene 5,RNA Gene,,24,GC06M085650,2.358501434,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5
H2BC3,H2B Clustered Histone 3,Protein Coding,P33778,41,GC06M080532,2.355708122,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC3
WNT5A,Wnt Family Member 5A,Protein Coding,P41221,58,GC03M055465,2.354322433,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
DYNC1LI2,Dynein Cytoplasmic 1 Light Intermediate Chain 2,Protein Coding,O43237,45,GC16M066754,2.353778601,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1LI2
PWAR1,Prader Willi/Angelman Region RNA 1,RNA Gene,,17,GC15P025135,2.350323677,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR1
LINC01618,Long Intergenic Non-Protein Coding RNA 1618,RNA Gene,,17,GC04P052873,2.348527908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01618
LINC01554,Long Intergenic Non-Protein Coding RNA 1554,RNA Gene,Q52M75,24,GC05P095838,2.344831705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01554
PRKAG3,Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 3,Protein Coding,Q9UGI9,49,GC02M218823,2.342615843,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG3
NOP56,NOP56 Ribonucleoprotein,Protein Coding,O00567,50,GC20P004878,2.341936111,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56
RMC1,Regulator Of MON1-CCZ1,Protein Coding,Q96DM3,39,GC18P023504,2.34095788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMC1
CLOCK,Clock Circadian Regulator,Protein Coding,O15516,50,GC04M055427,2.33931303,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLOCK
CHUK,Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex,Protein Coding,O15111,57,GC10M100296,2.339303017,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK
AVEN,Apoptosis And Caspase Activation Inhibitor,Protein Coding,Q9NQS1,44,GC15M037137,2.33615303,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVEN
PSMD2,"Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2",Protein Coding,Q13200,49,GC03P184298,2.335018158,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD2
IL24,Interleukin 24,Protein Coding,Q13007,48,GC01P206897,2.334741831,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL24
FIS1,"Fission, Mitochondrial 1",Protein Coding,Q9Y3D6,45,GC07M101239,2.333314419,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIS1
CHMP3,Charged Multivesicular Body Protein 3,Protein Coding,Q9Y3E7,45,GC02M086505,2.331540346,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP3
ANXA1,Annexin A1,Protein Coding,P04083,53,GC09P073151,2.33009696,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA1
TLR3,Toll Like Receptor 3,Protein Coding,O15455,58,GC04P186059,2.324234962,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3
LAMP3,Lysosomal Associated Membrane Protein 3,Protein Coding,Q9UQV4,45,GC03M183122,2.323654413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP3
RAB6A,"RAB6A, Member RAS Oncogene Family",Protein Coding,P20340,48,GC11M109512,2.323332071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6A
PIR,Pirin,Protein Coding,O00625,45,GC0XM015402,2.323332071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIR
TOMM70,Translocase Of Outer Mitochondrial Membrane 70,Protein Coding,O94826,45,GC03M100364,2.320738316,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM70
PHGDH,Phosphoglycerate Dehydrogenase,Protein Coding,O43175,57,GC01P119660,2.317678213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH
SCOC,Short Coiled-Coil Protein,Protein Coding,Q9UIL1,41,GC04P140257,2.317658901,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCOC
IL17A,Interleukin 17A,Protein Coding,Q16552,49,GC06P052186,2.31540823,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A
ZC3H12A,Zinc Finger CCCH-Type Containing 12A,Protein Coding,Q5D1E8,45,GC01P037474,2.312397003,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12A
XRCC5,X-Ray Repair Cross Complementing 5,Protein Coding,P13010,51,GC02P216107,2.31225729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC5
BMAL1,Basic Helix-Loop-Helix ARNT Like 1,Protein Coding,O00327,48,GC11P013277,2.309748888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMAL1
FAF1,Fas Associated Factor 1,Protein Coding,Q9UNN5,48,GC01M050439,2.309465885,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1
RBX1,Ring-Box 1,Protein Coding,P62877,50,GC22P040951,2.308698177,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1
MEG8,"Maternally Expressed 8, Small Nucleolar RNA Host Gene",RNA Gene,,23,GC14P112720,2.305700302,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG8
KDM4B,Lysine Demethylase 4B,Protein Coding,O94953,54,GC19P004969,2.305696964,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4B
RNF213,Ring Finger Protein 213,Protein Coding,Q63HN8,45,GC17P080260,2.303300619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213
TAB2,TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2,Protein Coding,Q9NYJ8,56,GC06P149218,2.303189754,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB2
ARFIP2,ADP Ribosylation Factor Interacting Protein 2,Protein Coding,P53365,47,GC11M008393,2.302837849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP2
ATP1A1,ATPase Na+/K+ Transporting Subunit Alpha 1,Protein Coding,P05023,57,GC01P116372,2.296732426,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1
SMAD1,SMAD Family Member 1,Protein Coding,Q15797,51,GC04P145481,2.295552492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD1
ING1,Inhibitor Of Growth Family Member 1,Protein Coding,Q9UK53,50,GC13P110712,2.295552492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING1
NR1D2,Nuclear Receptor Subfamily 1 Group D Member 2,Protein Coding,Q14995,48,GC03P023945,2.295552492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D2
TRIM50,Tripartite Motif Containing 50,Protein Coding,Q86XT4,40,GC07M073312,2.295215845,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM50
WDR24,WD Repeat Domain 24,Protein Coding,Q96S15,38,GC16M010373,2.293438673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR24
SNORD118,"Small Nucleolar RNA, C/D Box 118",RNA Gene,,22,GC17M013550,2.29258728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD118
PLK1,Polo Like Kinase 1,Protein Coding,P53350,58,GC16P046733,2.292358398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1
SUMO1,Small Ubiquitin Like Modifier 1,Protein Coding,P63165,53,GC02M202206,2.28990531,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO1
PDPK1,3-Phosphoinositide Dependent Protein Kinase 1,Protein Coding,O15530,55,GC16P002537,2.289852619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPK1
PHB1,Prohibitin 1,Protein Coding,P35232,52,GC17M061304,2.289655924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB1
ESR2,Estrogen Receptor 2,Protein Coding,Q92731,56,GC14M064084,2.283493996,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
SND1,Staphylococcal Nuclease And Tudor Domain Containing 1,Protein Coding,Q7KZF4,47,GC07P127652,2.283419132,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SND1
